type,year,term,subject,monndai,img,coices,correct,kaisetu,topic
normal,2025,後期,法規,"次の記述は、無線局の検査結果の対応について述べたものである。電波法施行規則(第 3 9 条)の規定に照らし、内に入れるべき最も適切な字句の組合せを下の 1 から 4 までのうちから一つ選べ。
免許人等は、検査の結果について総務大臣又は総合通信局長(沖縄総合通信事務所長を含む。以下同じ。)から（　　A　　）をけ相当な措置をしたときは、速やかにその措置の内容を総務大臣又は総合通信局長に（　　B　　）なければならない。",,1 　A：措置命令　　B：報告し、検査を受け｜2 　A：指示　　B：報告し、検査を受け｜3 　A：措置命令　　B：報告し｜4 　A：指示　　B：報告し,2,,
binary,2025,後期,法規,次に掲げる事項のうち、電波法（第8条）の規定に照らし、総務大臣が無線局の予備免許を与える際に申請者に対して指定する事項に該当するものを1、該当しないものを2として解答せよ。,,ア：通信の相手方及び通信事項｜イ：工事落成の期限｜ウ：電波の型式及び周波数｜エ：免許の有効期間｜オ：呼出符号（標識符号を含む。）呼出名称その他の総務省令で定める識別信号,2-1-1-2-1,,
binary,2025,後期,法規,義務船舶局の無線設備の機器に関する次の事項のうち、電波法施行規則（第28条）の規定に照らし、「遭難自動通報設備の機器」に該当するものを1、該当しないものを2として解答せよ。,,ア：双方向無線電話｜イ：超短波帯デジタル選択呼出専用受信機｜ウ：衛星非常用位置指示無線標識｜エ：捜索救助用レーダートランスポンダ｜オ：船舶自動識別装置の機器,2-2-1-1-2,,
multi,2025,後期,法規,次の記述は、船舶局等の運用について述べたものである。電波法（第52条）の規定に照らし、（　　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。ただし、同じ記号の（　）内には、同じ字句が入るものとする。,執行中及び航行の準備中｜航行中｜送信装置｜受信装置｜必要な措置を執ることを求める｜電波の発射の停止を命ずる｜海外局｜海岸局又は他の船舶局｜周波数若しくは空中線電力｜使用電波の型式若しくは周波数,1　航行中及び航行の準備中｜2　航行中｜3　送信装置｜4　受信装置｜5　必要な措置を執ることを求める｜6　電波の発射の停止を命ずる｜7　海岸局｜8　海岸局又は他の船舶局｜9　周波数若しくは空中線電力｜10　使用電波の型式若しくは周波数,2-4-5-7-10,,
multi,2025,後期,法規,"次の記述は、遭難通信の取扱い等について述べたものである。電波法（第66条及び第105条）の規定に照らし、（　　　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。

① 海岸局及び船舶局は、遭難通信を受信したときは、（　ア　）、直ちにこれに応答し、かつ、遭難している船舶又は航空機を救助するため（　イ　）に対して通報する等総務省令で定めるところにより（　ウ　）に関し最善の措置を執らなければならない。
② 無線局は、遭難信号又は電波法第52条（目的外使用の禁止等）第1号の総務省令で定める方法により行われる無線通信を受信したときは、（　エ　）を直ちに中止しなければならない。
③ （　オ　）が電波法第66条（遭難通信）第1項の規定による遭難通信の取扱いをしなかったとき、又はこれを遅延させたときは、1年以上の有期拘禁刑に処する。",,1　他の一切の無線通信に優先して｜2　現に通信中の場合を除き｜3　最も便宜な位置にある無線局｜4　通信可能の範囲内にあるすべての無線局｜5　遭難通信の宰領｜6　救助の通信｜7　すべての電波の発射｜8　遭難通信を妨害するおそれのある電波の発射｜9　無線通信の業務に従事する者｜10　無線局の免許人,1-3-6-8-9,,
binary,2025,後期,法規,次に掲げる事項のうち、電波法（第７３条）の規定に照らし、総務大臣がその職員を無線局に派遣し、その無線設備等（注）を検査させることができるときに該当するものを１、該当しないものを２として解答せよ。,,ア 無線局の発射する電波の質が電波法第２８条の総務省令で定めるものに適合していないと認め、総務大臣が当該無線局に対して臨時に電波の発射の停止を命じたとき。 ｜イ 電波利用料を納めないため督促状によって督促を受けた無線局の免許人が、その指定の期限までにその督促に係る電波利用料を納めないとき。 ｜ウ 船舶局のある船舶に関し、その主たる停泊港を変更した旨の届出があったとき。 ｜エ 無線局のある船舶又は航空機が外国へ出港しようとするとき。 ｜オ 無線設備が電波法第３章（無線設備）に定める技術基準に適合していないと認め、総務大臣が当該無線設備を使用する無線局の免許人に対し、その技術基準に適合するように当該無線設備の修理その他の必要な措置を執るべきことを命じた,1-2-2-1-1,,
binary,2025,後期,法規,次に掲げる書類のうち、電波法施行規則（第３８条）の規定に照らし、義務船舶局（国際航海に従事する船舶の船舶局及び国際通信を行う船舶局を除く。）に備え付けておかなければならない書類に該当するものを１、該当しないものを２として解答せよ。,,ア 免許状 ｜イ 海上移動業務及び海上移動衛星業務で使用する便覧 ｜ウ 無線局の免許の申請書の添付書類の写し ｜エ 無線従事者選解任届の写し ｜オ 海岸局及び特別業務の局の局名録 ,1-2-1-1-2,,
normal,2025,前期,法規,"次の記述は、申請による周波数等の変更について述べたものである。電波法（第１９条）の規定に照らし、 (　　）内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。 
 
    総務大臣は、免許人又は電波法第８条の予備免許を受けた者が識別信号、電波の型式、周波数、空中線電力又は(　  Ａ  　)の指定の変更を申請した場合において、(　 Ｂ 　) 特に必要があると認めるときは、その指定を変更することができる。 ",,1　A：運用許容時間　　　B：混信の除去その他｜2　A：運用義務時間　　　B：混信の除去その他｜3　A：運用許容時間　　　B：電波の規整その他公益上｜4　A：運用義務時間　　　B：電波の規整その他公益上,1,,
normal,2025,前期,法規,"次の記述は、海上移動業務の無線局を運用する場合の空中線電力について述べたものである。電波法（第５４条）の規定
に照らし、(　　    )内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。 
 
    無線局を運用する場合においては、空中線電力は、次の(1)及び(2)に定めるところによらなければならない。ただし、 (　 Ａ 　)については、この限りでない。 
(1) 免許状に記載された  (　　Ｂ 　 )であること。 
(2) 通信を行うため(　  Ｃ 　) であること。",,1　A：遭難通信、緊急通信又は安全通信　　　B：ところによるもの　　　C：必要最小のもの｜2　A：遭難通信　　　B：ものの範囲内　　　C：必要最小のもの｜3　A：遭難通信、緊急通信又は安全通信　　　B：ものの範囲内　　　C：十分余裕のあるもの｜4　A：遭難通信　　　B：ところによるもの　　　C：十分余裕のあるもの,2,,
normal,2025,前期,法規,次に掲げる場合のうち、無線局がなるべく擬似空中線回路を使用しなければならないときに該当しないものはどれか。電波法（第５７条）の規定に照らし、下の１から４までのうちから一つ選べ。,,１ 海岸局の無線設備の機器の調整を行うために運用するとき。 ｜２ 船舶局の無線設備の機器の試験を行うために運用するとき。 ｜３ 実験等無線局を運用するとき。 ｜４ 総合通信局長（沖縄総合通信事務所長を含む。）が行う無線局の検査に際してその運用を必要とするとき,4,,
normal,2025,前期,法規,次の表の各欄の記述は、それぞれ電波の型式の記号表示と主搬送波の変調の型式、主搬送波を変調する信号の性質及び伝送情報の型式に分類して表す電波の型式を示すものである。電波法施行規則（第４条の２）の規定に照らし、電波の型式の記号表示とその内容が適合しないものはどれか。下の表の１から４までのうちから一つ選べ。,,,3,,
normal,2025,前期,法規,海岸局及び船舶局の運用に関する次の記述のうち、電波法（第６２条）及び無線局運用規則（第２２条）の規定に照らし、これらの規定に定めるところに適合しないものはどれか。下の１から４までのうちから一つ選べ。,,１ 海岸局は、船舶局から自局の運用に妨害を受けたときは、妨害している船舶局に対して、その妨害を除去するために運用の停止を命令することができる。 ｜２ 船舶局は、海岸局と通信を行う場合において、通信の順序若しくは時刻又は使用電波の型式若しくは周波数について、海岸局から指示を受けたときは、その指示に従わなければならない。 ｜３ 船舶局の運用は、その船舶の航行中に限る。ただし、受信装置のみを運用するとき、遭難通信、緊急通信、安全通 信、非常通信、放送の受信その他総務省令で定める通信を行うとき、その他総務省令で定める場合は、この限りでない。 ｜４ 船舶局は、自局の呼出しが他の既に行われている通信に混信を与える旨の通知を受けたときは、直ちにその呼出しを中止しなければならない。,1,,
normal,2025,前期,法規,"次の記述は、海上移動業務における無線電話通信の呼出しの反復及び再開について述べたものである。無線局運用規則 （第１８条、第２１条及び第５８条の１１）の規定に照らし、(　　    )内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。

海上移動業務における無線電話通信の呼出しは、(　 Ａ  　)反復することができる。呼出しを反復しても応答がないときは、少なくとも(　  Ｂ  　)の間隔をおかなければ、呼出しを再開してはならない。",,1　A：1分間以上の間隔をおいて3回　　　B：3分間｜2　A：2分間の間隔をおいて2回　　　B：15分間｜3　A：2分間の間隔をおいて2回　　　B：3分間｜4　A：1分間以上の間隔をおいて3回　　　B：15分間,3,,
normal,2025,前期,法規,次に掲げる通信のうち、船舶局が免許状に記載された目的又は通信の相手方若しくは通信事項の範囲を超えて運用することができる通信に該当しないものはどれか。電波法（第５２条）及び電波法施行規則（第３７条）の規定に照らし、下の１から４までのうちから一つ選べ。,,１ 気象の照会のために行う海岸局との間の通信 ｜２ 遭難通信、緊急通信又は安全通信 ｜３ 無線機器の試験又は調整をするために行う通信 ｜４ 電気通信業務の通信 ,4,,
normal,2025,前期,法規,"次の記述は、海上移動業務における電波の使用制限について述べたものである。無線局運用規則（第５８条）の規定に照らし、(　　    ）内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。

　①  Ａ  ､４,２０７.５ｋＨｚ、６,３１２ｋＨｚ、８,４１４.５ｋＨｚ、１２,５７７ｋＨｚ及び１６,８０４.５ｋＨｚの周波数の電波の使用は、デジタル選択呼出装置を使用して(　  Ｂ  　)を行う場合に限る。 
   ② １５６.８ＭＨｚの周波数の電波の使用は、次の(1)から(3)までに掲げる場合に限る。 
    (1) 遭難通信、緊急通信（注）又は安全呼出しを行う場合 
        注 医事通報に係るものにあっては、緊急呼出しに限る。 
    (2) 呼出し又は応答を行う場合 
    (3)(　  Ｃ  　)を送信する場合 
   ③ １５６.８ＭＨｚの周波数の電波の使用は、できる限り短時間とし、かつ、(　 Ｄ  　）以上にわたってはならない。ただ し、遭難通信を行う場合は、この限りでない。",,"1　A：2,187.5kHz　　　B：遭難通信　　　C：準備信号　　　D：3分｜2　A：2,187.5kHz　　　B：遭難通信、緊急通信又は安全通信　　　C：準備信号　　　D：1分｜3　A：2,182kHz　　　B：遭難通信　　　C：船舶の航行の安全に関し急を要する通報　　　D：1分｜4　A：2,182kHz　　　B：遭難通信、緊急通信又は安全通信　　　C：船舶の航行の安全に関し急を要する通報　　　D：3分",2,,
normal,2025,前期,法規,次に掲げる無線局のうち、遭難警報に係る遭難通信の宰領を行う無線局に該当するものはどれか。無線局運用規則（第 ８３条）の規定に照らし、下の１から４までのうちから一つ選べ。,,1　遭難船舶局又は遭難通報を送信した無線局から遭難通信の宰領を依頼された無線局｜2　遭難通報を送信した無線局｜3　海上保安庁の無線局又はこれから遭難通信の宰領を依頼された無線局｜4　遭難船舶局,3,,
normal,2025,前期,法規,船舶局が安全通信を受信した場合に執るべき措置に関する次の事項のうち、無線局運用規則（第９９条）の規定に照ら し、この規定に定めるところに該当するものはどれか。下の１から４までのうちから一つ選べ。,,1　遅滞なく、安全通報の要旨を海上保安庁その他の救助機関に通報しなければならない。｜2　直ちに通信可能の範囲内にあるすべての船舶局に対して安全通報を送信しなければならない。｜3　必要に応じて安全通信の要旨をその船舶の責任者に通知しなければならない。｜4　安全通報を確実に受信したときは、受信証を送信しなければならない。,3,,
normal,2025,前期,法規,"次の記述は、海上移動業務における緊急通信の取扱い等について述べたものである。電波法（第５２条及び第６７条）及び無線局運用規則（第９３条）の規定に照らし、(　　　   ) 内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。 
 
   ① 緊急通信とは、船舶又は航空機が重大かつ急迫の(　  Ａ  　）その他緊急の事態が発生した場合に緊急信号を前置する方法その他総務省令で定める方法により行う無線通信をいう。 
   ② 海岸局及び船舶局は、遭難通信に次ぐ優先順位をもって、緊急通信を取り扱わなければならない。 
   ③ 海岸局及び船舶局は、緊急信号又は電波法第５２条（目的外使用の禁止等）第２号の総務省令で定める方法により行われる無線通信を受信したときは、遭難通信を行う場合を除き、その通信が（　  Ｂ  　）の間（無線電話による緊急信号を受信した場合には、少なくとも（　  Ｃ 　 ）継続してその緊急通信を受信しなければならない。 ",,1　A：危険に陥った場合又は陥るおそれがある場合　　　B：自局に関係のないことを確認するまで　　　C：1分間｜2　A：危険に陥った場合又は陥るおそれがある場合　　　B：終了するまで　　　C：3分間｜3　A：危険に陥るおそれがある場合　　　B：終了するまで　　　C：1分間｜4　A：危険に陥るおそれがある場合　　　B：自局に関係のないことを確認するまで　　　C：3分間,4,,
normal,2025,前期,法規,"次の記述は、遭難警報に対する海岸局の応答について述べたものである。無線局運用規則（第８１条の８）の規定に照らし、(　　    )内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。 
 
    海岸局は、遭難警報を受信した場合において、これに応答するときは、(　 Ａ  　)の電波を使用して、デジタル選択呼出装置により、電波法施行規則別図第１号３（遭難警報に対する応答）に定める構成のものを送信して行うものとする。この場合において、受信した遭難警報が(　  Ｂ  　)の電波を使用するものであるときは、受信から(　  Ｃ  　)の間隔を置いて送信するものとする",,1　A：当該遭難警報を受信した周波数　　　B：中短波帯又は短波帯の周波数　　　C：1分以上2分45秒以下｜2　A：国際遭難周波数　　　B：超短波帯の周波数　　　C：1分以上2分45秒以下｜3　A：国際遭難周波数　　　B：中短波帯又は短波帯の周波数　　　C：5秒以上1分以下｜4　A：当該遭難警報を受信した周波数　　　B：超短波帯の周波数　　　C：5秒以上1分以下,1,,
normal,2025,前期,法規,"次の記述は、非常の場合の無線通信について述べたものである。電波法（第７４条）の規定に照らし、(　    　)内に入れるべき最も適切な字句の組合せを下の１から４までのうちから一つ選べ。 
 
 総務大臣は、地震、台風、洪水、津波、雪害、火災、暴動その他非常の事態が(　  Ａ  　)場合においては、人命の救助、災害の救援、(　 Ｂ  　)又は秩序の維持のために必要な通信を無線局に(　  Ｃ  　)ことができる。",,1　A：発生した　　　B：情報の収集　　　C：行わせる｜2　A：発生し、又は発生するおそれがある　　　B：交通通信の確保　　　C：行わせる｜3　A：発生した　　　B：交通通信の確保　　　C：行うよう要請する｜4　A：発生し、又は発生するおそれがある　　　B：情報の収集　　　C：行うよう要請する,2,,
normal,2025,前期,法規,免許状に記載した事項に変更を生じたときに免許人が行うべき措置に関する次の記述のうち、電波法（第２１条）の規定に照らし、この規定に定めるところに適合するものはどれか。下の１から４までのうちから一つ選べ。,,1　免許人は、その免許状を総務大臣に提出し、訂正を受けなければならない。｜2　免許人は、速やかにその免許状を訂正し、その後最初に行われる無線局の検査の際に検査職員の確認を受けなければならない。｜3　免許人は、遅滞なくその免許状を返納し、免許状の再交付を受けなければならない。｜4　免許人は、速やかにその免許状を訂正し、遅滞なくその旨を総務大臣に報告しなければならない。,1,,
binary,2025,前期,法規,電波法に規定する定義に関する次の記述のうち、電波法（第２条）の規定に照らし、この規定に定めるところに適合するものを１、適合しないものを２として解答せよ。,,ア： 「電波」とは、300万ギガヘルツ以下の周波数の電磁波をいう。｜イ： 「無線設備」とは、無線電信、無線電話その他電波を送り、又は受けるための電気的設備をいう。｜ウ： 「無線電信」とは、電波を利用して、モールス符号を送り、又は受けるための通信設備をいう。｜エ： 「無線局」とは、無線設備及び無線設備の操作を行う者の総体をいう。ただし、受信のみを目的とするものを含まない。｜オ： 「無線電話」とは、電波を利用して、音声その他の音響を送り、又は受けるための通信設備をいう。,2-1-2-1-1,,
binary,2025,前期,法規,海上移動業務の無線局の一般通信方法における無線通信の原則に関する次の記述のうち、無線局運用規則（第１０条）の規定に照らし、この規定に定めるところに適合するものを１、適合しないものを２として解答せよ。,,ア：無線通信を行うときは、暗語を使用してはならない。｜イ：必要のない無線通信は、これを行ってはならない。｜ウ：無線通信に使用する用語は、できる限り簡潔でなければならない。｜エ：無線通信を行うときは、自局の識別信号を付して、その出所を明らかにしなければならない。｜オ：無線通信は、長い時間にわたって行ってはならない。,2-1-1-1-2,,
binary,2025,前期,法規,無線従事者の免許等に関する次の記述のうち、電波法（第４１条及び第４２条）、電波法施行規則（第３６条及び第３８ 条）及び無線従事者規則（第５１条）の規定に照らし、これらの規定に定めるところに適合するものを１、適合しないものを２として解答せよ。,,ア：総務大臣は、電波法第9章（罰則）の罪を犯し罰金以上の刑に処せられ、その執行を終わり、又はその執行を受けることがなくなった日から2年を経過しない者に対しては、無線従事者の免許を与えないことができる。｜イ：無線従事者は、その業務に従事しているときは、免許証を総務大臣又は総合通信局長（沖縄総合通信事務所長を含む。）の要求に応じて、速やかに提示することができる場所に保管しておかなければならない。｜ウ：無線局には、当該無線局の無線設備の操作を行い、又はその監督を行うために必要な無線従事者を配置しなければならない。｜エ：無線従事者は、免許の取消しの処分を受けたときは、その処分を受けた日から1箇月以内にその免許証を総務大臣又は総合通信局長（沖縄総合通信事務所長を含む。）に返納しなければならない。｜オ：無線従事者になろうとする者は、総務大臣の免許を受けなければならない。,1-2-1-2-1,,
multi,2025,前期,法規,"次の記述は、海上移動業務の無線局の無線電話による試験電波の発射について述べたものである。無線局運用規則 （第１４条、第１８条及び第３９条）の規定に照らし、(　    　)内に入れるべき最も適切な字句を下の１から１０までのうちからそれぞれ一つ選べ。なお、同じ記号の(　     　)内には、同じ字句が入るものとする。 
 
   ① 無線局は、無線機器の試験又は調整のため電波の発射を必要とするときは、発射する前に自局の発射しようとする電波の(　  ア  　)によって聴守し、他の無線局の通信に混信を与えないことを確かめた後、次の(1)から(3)までの事項を順次送信しなければならない。 
    (1) (　 イ     )   ３回 
    (2) こちらは       １回 
    (3) 自局の呼出名称   ３回 
   ② 更に１分間聴守を行い、他の無線局から停止の請求がない場合に限り、「(　  ウ  　)」の連続及び自局の呼出名称１回を送信しなければならない。この場合において、「 (　 ウ 　) 」の連続及び自局の呼出名称の送信は、(　 エ  　)を超えてはならない。 
   ③ ①及び②の試験又は調整中は、しばしばその電波の周波数により聴守を行い、(　 オ  　)を確かめなければならない。",ア 無線局の発射する電波の周波数の偏差が総務省令で定めるものに適合していないと認めるとき。 ｜イ 無線局の発射する電波の周波数の安定度が総務省令で定めるものに適合していないと認めるとき。 ｜ウ 無線局の免許人が免許状に記載された空中線電力の範囲を超えて運用していると認めるとき。 ｜エ 無線局の発射する電波が他の無線局の通信に混信を与えていると認めるとき。 ｜オ 無線局の発射する電波の周波数の幅が総務省令で定めるものに適合していないと認めるとき。 ,1　周波数｜2　周波数及びその他必要と認める周波数｜3　ただいま試験中｜4　各局｜5　試験電波発射中｜6　本日は晴天なり｜7　20秒間｜8　10秒間｜9　他の無線局の通信に混信を与えないこと｜10　他の無線局から停止の要求がないかどうか,2-3-6-8-10,,
multi,2025,前期,法規,"次の記述は、船舶局の無線業務日誌に毎日記載すべき事項について述べたものである。電波法施行規則（第４０条）の規定に照らし、(　    　)内に入れるべき最も適切な字句を下の１から１０までのうちからそれぞれ一つ選べ。 
 
① 無線従事者（主任無線従事者の監督を受けて無線設備の操作を行う者を含む。）の氏名、資格及び(　  ア  　)（変更のあったときに限る。） 
② 時計を標準時に合わせたときは、その事実及び(　  イ  　)
③ 船舶の位置、方向、気象状況その他船舶の安全に関する事項の通信の概要 
④ 自局の船舶の航程（発着又は寄港その他の立ち寄り先の時刻及び地名等を記載すること。） 
⑤ 自局の船舶の航行中(　  ウ  　)におけるその船舶の位置 
⑥ 無線局運用規則第６条（義務船舶局等の無線設備の機能試験）及び第７条（双方向無線電話の機能試験）に規定する機能試験の結果の詳細 
⑦ 無線局が外国において、あらかじめ総務大臣が告示した以外の運用の制限をされたときは、その事実及び措置の内容 
⑧ (　 エ  　）の電源用蓄電池の維持及び試験の結果の詳細（電源用蓄電池を充電したときは、その時間、充電電流及び充電前後の電圧の記載を含むものとする。） 
⑨（　  オ  　）の維持の概要及びその機能上又は操作上に現れた特異現象の詳細 ",,1　服務方法｜2　員数｜3　照合者｜4　時計の遅速｜5　正午及び午後8時｜6　午前0時及び正午｜7　送受信装置｜8　遭難自動通報設備｜9　予備設備｜10　レーダー,1-4-5-7-10,,
binary,2025,前期,法規,次に掲げる事項のうち、電波法（第２８条及び第７２条）の規定に照らし、総務大臣が無線局に対して臨時に電波の発射の停止を命ずることができるときに該当するものを１、該当しないものを２として解答せよ。,,ア：無線局の発射する電波の周波数の偏差が総務省令で定めるものに適合していないと認めるとき。｜イ：無線局の発射する電波の周波数の安定度が総務省令で定めるものに適合していないと認めるとき。｜ウ：無線局の免許人が免許状に記載された空中線電力の範囲を超えて運用していると認めるとき。｜エ：無線局の発射する電波が他の無線局の通信に混信を与えていると認めるとき。｜オ：無線局の発射する電波の周波数の幅が総務省令で定めるものに適合していないと認めるとき。,1-2-2-2-1,,
normal,2024,後期,法規,"次の記述は、海上移動業務の無線局の免許後の変更について述べたものである。電波法（第17条）の規定に照らし、（　　　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。
免許人は、無線局の目的、通信の相手方、（　A　）の変更をし、又は無線設備の変更の工事をしようとするときは、あらかじめ、（　B　）ならない（注）。ただし、無線設備の変更の工事であって、総務省令で定める軽微な事項のものについては、この限りでない。
注 海上移動業務の無線局が基幹放送をすることとすることを内容とする無線局の目的の変更は、これを行うことができない。",,1　A：通信事項若しくは無線設備の設置場所　　　B：総務大臣に届け出なければ｜2　A：通信事項若しくは無線設備の設置場所　　　B：総務大臣の許可を受けなければ｜3　A：通信事項、無線設備の設置場所、電波の型式、周波数若しくは空中線電力　　　B：総務大臣に届け出なければ｜4　A：通信事項、無線設備の設置場所、電波の型式、周波数若しくは空中線電力　　　B：総務大臣の許可を受けなければ,2,,
normal,2024,後期,法規,次に掲げる機器のうち、電波法第３３条の規定により義務船舶局の無線設備に備えなければならないものであって、船舶の航行の安全に関する情報を受信するための機器に該当するものはどれか。電波法施行規則（第２８条）の規定に照らし、下の１から４までのうちから一つ選べ。,, １ Ｆ１Ｂ電波５１８ｋＨｚを受信することができるナブテックス受信機 ｜２ 船舶自動識別装置 ｜３ 超短波帯のデジタル選択呼出専用受信機 ｜４ 双方向無線電話,1,,
normal,2024,後期,法規,海上移動業務の無線局の運用に関する次の記述のうち、電波法（第５２条、第５３条、第５６条及び第５８条）の規定に照らし、これらの規定に定めるところに適合しないものはどれか。下の１から４までのうちから一つ選べ。,,１ 無線局は、他の無線局又は電波天文業務の用に供する受信設備その他の総務省令で定める受信設備（無線局のものを除く。）で総務大臣が指定するものにその運用を阻害するような混信その他の妨害を与えないように運用しなければならない。ただし、遭難通信、緊急通信、安全通信又は非常通信については、この限りでない。 ｜２ 無線局を運用する場合においては、無線設備の設置場所、識別信号、電波の型式及び周波数は、その無線局の免許状に記載されたところによらなければならない。ただし、遭難通信については、この限りでない。 ｜３ 無線局は、免許状に記載された目的又は通信の相手方若しくは通信事項の範囲を超えて運用してはならない。ただし、遭難通信、緊急通信、安全通信、非常通信、放送の受信、その他総務省令で定める通信については、この限りでない。 ｜４ 海岸局及び船舶局の行う通信には、暗語を使用してはならない。,4,,
normal,2024,後期,法規,海岸局及び船舶局の運用に関する次の記述のうち、電波法（第６２条）及び無線局運用規則（第１８条、第２１条及び第５８条の１１）の規定に照らし、これらの規定に定めるところに適合しないものはどれか。下の１から４までのうちから一つ選べ。,,１ 船舶局は、海岸局と通信を行う場合において、通信の順序若しくは時刻又は使用電波の型式若しくは周波数について、海岸局から指示を受けたときは、その指示に従わなければならない。 ｜２ 船舶局における無線電話による呼出しは、２分間の間隔をおいて２回反復することができる。呼出しを反復しても応答がないときは、少なくとも３分間の間隔をおかなければ、呼出しを再開してはならない。 ｜３ 海岸局は、船舶局から自局の運用に妨害を受けたときは、妨害している船舶局に対して、その妨害を除去するためにその運用の停止を命令することができる。 ｜４ 船舶局の運用は、その船舶の航行中に限る。ただし、受信装置のみを運用するとき、遭難通信、緊急通信、安全通信、非常通信、放送の受信、その他総務省令で定める通信を行うとき、その他総務省令で定める場合は、この限りでない。,3,,
normal,2024,後期,法規,"次の記述は、海上移動業務におけるデジタル選択呼出通信（注）について述べたものである。無線局運用規則（第58条の5及び第58条の6）の規定にし、（　　　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。
注 遭難通信、緊急通信及び安全通信を行う場合の通信を除く。

① 海岸局における呼出しは、45秒間以上の間隔をおいて2回送信することができる。
② 船舶局における呼出しは、（　A　）送信することができる。これに応答がないときは、少なくとも15分間の間隔をおかなければ、呼出しを再開してはならない。
③ 自局に対する呼出しを受信したときは、海岸局にあっては5秒以上4分半以内に、船舶局にあっては（　B　）に応答するものとする。",,1　A：3分間以上の間隔をおいて3回　　　B：10分以内｜2　A：3分間以上の間隔をおいて3回　　　B：5分以内｜3　A：5分間以上の間隔をおいて2回　　　B：10分以内｜4　A：5分間以上の間隔をおいて2回　　　B：5分以内,4,,
normal,2024,後期,法規,"次の記述は、無線電話通信における通報の送信速度等について述べたものである。無線局運用規則（第16条）の規定に照らし、（　　　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 無線電話通信における通報の送信は、（　A　）行わなければならない。
② 遭難通信、緊急通信又は安全通信に係る①の送信速度は、（　B　）でなければならない。",,1　A：できる限り簡潔に、かつ、確実に　　　B：原則として、1分間について50字を超えないもの｜2　A：語辞を区切り、かつ、明りょうに発音して　　　B：受信者が筆記できる程度のもの｜3　A：語辞を区切り、かつ、明りょうに発音して　　　B：原則として、1分間について50字を超えないもの｜4　A：できる限り簡潔に、かつ、確実に　　　B：受信者が筆記できる程度のもの,2,,
normal,2024,後期,法規,"次の記述は、海上移動業務の無線局の無線電話通信における通報の送信について述べたものである。無線局運用規則（第14条、第18条及び第29条）の規定に照らし、（　　　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 呼出しに対し応答を受けたときは、相手局が「（　A　）」を送信した場合及び呼出しに使用した電波以外の電波に変更する場合を除き、直ちに通報の送信を開始するものとする。
② 通報の送信は、次の(1)から(5)までに掲げる事項を順次送信して行うものとする。ただし、呼出しに使用した電波と同一の電波により送信する場合は、（　B　）に掲げる事項の送信を省略することができる。
　(1) 相手局の呼出名称　1回
　(2) こちらは　1回
　(3) 自局の呼出名称　1回
　(4) 通報
　(5) どうぞ　1回
③ ②の送信において、通報は、（　C　）をもって終わるものとする。",,1　A：お待ちください　　　B：(1)から(3)まで　　　C：「終わり」の語｜2　A：どうぞ　　　B：(1)　　　C：「終わり」の語｜3　A：どうぞ　　　B：(1)から(3)まで　　　C：「以上」の語｜4　A：お待ちください　　　B：(1)　　　C：「以上」の語,1,,
normal,2024,後期,法規,船舶局が無線電話の機器の試験又は調整のため電波の発射を必要とするとき、電波を発射する前に確かめなければならない事項に関する次の記述のうち、無線局運用規則（第１８条及び第３９条）の規定に照らし、これらの規定に定めるところに適合するものはどれか。下の１から４までのうちから一つ選べ。,,１ 自局の発射しようとする電波の周波数と関連する遭難通信、緊急通信又は安全通信に使用する電波の周波数で、これらの通信が行われていないことを確かめなければならない。 ｜２ 自局の発射しようとする電波の空中線電力が通信を行うために最適のものであることを確かめなければならない。｜３ 自局の発射しようとする電波の周波数及びその他必要と認める周波数によって聴守し、他の無線局の通信に混信を与えないことを確かめなければならない。 ｜４ 擬似空中線回路を使用して、発射しようとする電波の周波数の偏差を確かめなければならない。,3,,
normal,2024,後期,法規,"次の記述は、2,182kHz及び156.8MHzの周波数の電波の使用制限について述べたものである。無線局運用規則（第58条）の規定に照らし、（　　　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

2,182kHz及び156.8MHzの周波数の電波の使用は、できる限り短時間とし、かつ、（　A　）以上にわたってはならない。ただし、（　B　）の周波数の電波を使用して遭難通信、緊急通信又は安全通信を行う場合及び（　C　）の周波数の電波を使用して遭難通信を行う場合は、この限りでない。",,"1　A：1分　　　B：156.8MHz　　　C：2,182kHz｜2　A：2分　　　B：2,182kHz　　　C：156.8MHz｜3　A：2分　　　B：156.8MHz　　　C：2,182kHz｜4　A：1分　　　B：2,182kHz　　　C：156.8MHz",4,,
